Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bangladesh,BGD,-1.60928609905919,4.46447480135423,-0.6342625738435,1.03984481214312,2.01470133649153,0.730590409182128,1.72185126480127,1.48143235560545,0.22351573502894,0.674980728998051,3.40036959603947,1.50047071903816,3.51972854810003,2.72970613487071,1.91670729966893,3.17718550322856,2.70624981674052,2.63848715149697,3.22214985884857,2.68471710478295,3.30590093463195,3.10043669181933,1.9216894198362,2.92613454296232,3.50574323998593,4.93096820478085,5.38833071623192,5.93918151481718,5.07673024802307,4.12468580681646,4.37348466696672,5.17452087467107,5.2049911200851,4.6787219183048,4.74777922657421,5.29106080830215,5.80321039762626,5.26645511283064,6.08023776882422,6.68766272688883,2.27110515324938,5.71664509801528
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,-1.24556701859204,-9.79838380875783,-7.80376996116749,-11.5955751156865,-10.1088527979856,3.14668606579787,11.8639522017171,8.88936450577324,3.86637865396303,6.29963644799005,5.26389213061604,5.71608241057706,7.79491791221358,12.2126183222786,10.1497671724788,10.6755867998734,9.09945997853627,10.5813049917168,0.446705795918476,8.03408813400748,5.62588118638354,1.84652026755825,1.04224341321542,1.66927992865882,-3.95725125382174,-2.61191380516274,2.64480752237135,3.36999151883471,1.60481819172,-0.278203386915138,2.73401499005261
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Belgium,BEL,4.32900827500772,-0.276653455476932,0.622329069570625,0.319812264093457,2.46792156248318,1.6215189754227,1.78646965584545,2.21947811567212,4.39079500978028,3.09399912598727,2.83026797508926,1.45537172593085,1.11956586015553,-1.34799970972101,2.90931876907965,2.17055027384056,1.12366901833482,3.54278906412047,1.7443238954726,3.30570651382183,3.46545257130404,0.752482909593709,1.25198460635012,0.615879780344869,3.12392891839559,1.76045559407572,1.87818319997308,2.91833834881372,-0.343452718095421,-2.80592074025158,1.928764195703,0.38003456979618,0.11640257847661,-0.0131483860964465,1.12859572471172,1.45189336758756,0.755268919102846,1.22886623616918,1.33065222724522,1.68977647446013,-5.76839830908564,5.63630819334442
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Benin,BEN,3.95356179891975,6.95177861569543,-0.609693402440058,-7.03384020143206,4.8741650901066,4.45294266308936,-0.788228017029368,-4.38654740279539,0.348282456356159,-5.742503605333,5.71244559420417,1.08257117669032,-0.149859619960992,1.22888348788844,-1.72072452945365,3.88594239135263,1.67829882726042,2.70244771564252,0.848000050090732,2.16959373306796,2.68964737900177,2.20736492388005,1.54895924760953,0.37202480236229,1.31651203758068,-1.46781382104416,0.811410156798331,2.98205331853927,1.84962506949418,-0.648436891010405,-0.839355823905237,-0.00742819168856101,1.80006449253156,4.12760623456288,3.29050499914023,-1.18168483600668,0.335852248057719,2.60355023305989,3.62426821593731,3.82450756460371,0.951676065344273,4.23897927889172
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bhutan,BTN,..,11.5276858475519,0.267815093777514,7.0815175234931,1.41394376137032,0.944785890685338,8.12888027399683,25.3197207981249,1.79198921224406,4.36536375742043,7.5697856132185,-2.03374066782929,8.7711781332398,6.90242440373758,4.86653736826561,5.80027594761623,3.60939662766762,3.56816757519537,3.9601618837074,5.36526756013274,0.50069300928601,5.47028933216342,8.15690890808673,5.17642596403915,3.50298705534406,5.13090378846715,5.42047243619955,16.9101993231307,3.56524232466452,5.53331977601104,10.7022219600331,6.79959800427328,3.97938556384889,1.0350103574233,4.70372952222841,5.64980627117775,7.19150866237752,3.77157124056157,2.24715498739612,5.01615334637737,-10.5976313250968,3.42091053411337
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bolivia,BOL,-3.5332385594216,-1.894807976495,-5.99313535176599,-6.0724283287048,-2.29670000679937,-3.73511538556099,-4.61074065449223,0.318505712710277,0.752142046306076,1.62345636853215,2.46741157451369,3.10599496109178,-0.408970621117135,2.19524003830136,2.63706307911326,2.7059284638292,2.42944609268628,3.04214191428886,3.1369975478891,-1.38342923337323,0.675361125043224,-0.0999868428788346,0.706590425667144,0.933272881013124,2.37720837843311,2.62741194852624,2.98196771466748,2.75018668026333,4.32817113629997,1.60145645539657,2.37533557597251,3.45367377326657,3.39719643988016,5.06979542446618,3.78318705934984,3.22053894217879,2.66307418762284,2.62330330357308,2.6847971997509,0.737697291142965,-9.95240491983218,4.84697248127921
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.1801580822297,81.355165382179,29.7415235311227,13.7091000113068,8.5983493513537,12.054882547569,2.04286360413084,4.94043854306381,4.23091833222622,7.37487547486634,5.12951620444926,6.35463087226158,7.18328671081518,7.16809278692932,-1.36252916749166,2.62997048976155,2.79214141494666,1.03433928506647,3.95729612900774,2.47075227986109,4.45646033067895,4.43401424082919,4.39985514987144,4.95738616073147,4.03711287511099,-1.88422756676914,9.10616370393909
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Botswana,BWA,6.60839737154741,4.16300002905123,7.75109498945766,9.12441503170072,4.7480678125696,3.40605145798816,4.45247720687516,8.11408937273535,15.5754541759786,9.5504647349501,3.6047556044134,4.41455530857679,0.0113751291921602,-0.981011842379161,0.782660047579455,4.25070401202659,3.25223001081621,5.83841857902449,-1.76122091085676,7.34242687311053,-0.104457972122887,-1.73773222296147,4.10782981936661,2.80852061747341,0.925705710816629,2.69387825647406,6.34700490963608,3.73406780956059,1.17691883239625,-15.8905576875302,7.87587113231369,4.71716586305368,-2.07017412610281,9.00566388932995,3.68166806802388,-6.69996519922597,5.04881975533218,1.97066377475778,2.0830514501188,1.04206015193537,-10.4003299931591,9.56201764979674
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brazil,BRA,6.66299747867278,-6.45287086617741,-1.45093407536268,-5.08834639411371,3.1080820479535,5.56783651140482,5.28838997172458,1.47859666727818,-1.97804486793616,1.24361157243902,-6.06555566873385,-0.700696275905813,-2.17997980598244,3.24256327215463,4.1829558149573,2.60809000580113,0.656502162853471,1.85534302488402,-1.12444242574024,-0.948845922551726,2.97091078107165,0.0596489436684067,1.76024277856577,-0.0512856664974208,4.56178195748839,2.05557150146443,2.84796200765309,4.98082992000504,4.06172216621563,-1.07323833266479,6.52281617922927,3.01339627261974,1.00765403282705,2.11425645194304,-0.354514802264433,-4.35831717939337,-4.05742300240568,0.523296588574212,0.978938492697395,0.448280407148658,-4.51593118067881,4.06787234871022
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Brunei Darussalam,BRN,-9.95129391949958,-22.3785607963898,0.572610112571127,-2.83675006273972,-2.75482723484843,-4.78904098282773,-5.97331536472657,-1.37970246298458,-2.2009720313785,-4.2280064552246,-2.03942377394556,0.114170788473956,1.90526367250791,-2.26616491536058,0.593746993764952,1.97692195928229,0.49313577982069,-3.67915601333274,-2.71319045264904,0.880166989858239,0.730069450995472,0.687036971302746,1.86468572862711,0.990882745814645,-1.2846012307221,-1.32505109993116,2.6920521206137,-1.41616764689927,-3.42374570857473,-3.20996309111621,1.11147982582061,2.33631519650612,-0.359754944391668,-3.33084483472304,-3.66751893243057,-1.52238423188406,-3.5211439819828,0.320205438773229,-0.868860056866723,2.9742261522544,0.291718917001631,-2.39682144248212
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Bulgaria,BGR,..,4.55114422945113,2.03229416414514,3.17252088190835,3.15480736579872,2.68495339547879,4.23524126828208,5.89861249442032,10.8200908465448,-2.15169070515859,-7.4632076536532,-7.53406884920661,-6.27126386481048,-0.691213557650556,2.16435886822359,3.32039695594395,5.74937123991128,-13.590923632852,4.48402422451059,-7.88107260429666,5.10505505789476,5.91115929156733,8.19521669380978,6.07406332933225,7.31740447958063,7.86550164735722,7.616849472205,7.44148779706968,6.87712782797209,-2.72241540783777,2.21243106343319,2.75801177413106,1.34021710890744,-0.00242338038522405,1.54238792053928,4.09010768554509,3.76506855458946,3.51553833482474,3.42891056956151,4.77305607323567,-3.38040072418435,8.51524959390686
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burkina Faso,BFA,-1.86412486590542,1.46349988130423,6.59806260395466,-2.44363476545,-4.57008343126914,5.42050977786977,4.9480953917265,-2.92314441868425,3.00256742760166,-0.508371835133687,-3.17322794415276,6.34816829414709,-2.20551414476699,0.92197404161665,-1.20682002487743,3.04104049517302,8.21411497928881,3.62272638630733,4.3981361846896,4.29923200691815,-1.10685082808791,3.42037281461964,1.1931569551423,4.50716331077845,1.25080372415214,5.29343297349088,2.98669213366389,1.00130262746538,2.7310856339255,-0.012474271014014,5.30514455524253,3.50270659412131,3.273591495689,2.65729533056167,1.26399638537625,0.877785604827011,2.89349832690679,3.20325683612816,3.69351332759673,2.8687281522254,-0.773847473861267,4.11014034563209
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burundi,BDI,-3.11611097804429,7.71972219940548,-3.45139302257731,0.989196177471598,-2.23883112774712,9.39399572786748,1.33164665272795,3.12900649958789,2.75838445796737,-0.571550671620642,1.42189606962945,2.91306841519621,-1.59756173450253,-3.06924845604414,-4.36690133962301,-13.2959272875708,-7.96469239270505,-1.47961011099991,2.81517602503756,-3.32995048345924,-2.86056587976486,-0.439187876685963,1.56853463106961,-4.27458819750004,1.01088204580134,-2.76488049377727,1.70671383891919,-0.277700517173798,0.637154645550055,-1.32769460696001,0.318221817835934,0.411511959732195,0.824080965967312,1.26359933436326,0.810602801312328,-5.9804956121318,-2.20613382981416,-1.77264648641454,-1.37713962186088,-1.45719303361136,-2.50846116980161,-0.889127327127696
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-37.2161709654772,7.05335351093545,3.40614318337148,1.74156223801583,2.55098157942419,10.5275323645627,7.998303815391,6.22570110224868,4.68194184453425,6.58883257323437,8.40215627266414,11.2819167818772,8.87093146704261,8.30793660768178,4.93864311919074,-1.41118071609043,4.43014920792102,5.524175204076,5.76928608253873,5.83186052378777,5.6553768489954,5.53168468207193,5.51620623283642,5.60387545926014,6.16447598496683,5.84861969505499,-4.21365375468523,1.83295801608998
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cameroon,CMR,-5.14701891546004,12.9829275757833,4.92618354648671,4.62688427748901,4.44654382476293,4.80411229375355,3.5149131981342,-5.15892711239697,-10.6136026756058,-4.73774083909979,-8.90923918259573,-6.64425525033326,-5.90335596051496,-10.5729314037701,-0.994143234870094,0.0685852661657975,1.42319588977244,1.78421406525811,1.99361062354124,1.77836307995483,1.13112675163163,1.61967885390071,1.71456910695397,2.61413205225006,4.15072944191253,-0.527954206720594,1.02499358625825,1.46654449769332,-0.0290814506575146,-0.299622050787889,0.00658279199097933,0.493346681191682,1.72184165054973,2.08260983753709,2.5589026852743,2.39279741734246,1.45423267295178,0.648212633716412,1.1217952158362,0.643223200507023,-2.42243441821918,0.953583606597761
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.03747599130375,4.31156936976191,4.20268257440837,0.690161249997033,1.90385200150641,0.888030154206845,2.12963094088859,2.23405942944252,1.6025747643792,1.08297553795269,-0.0802948387444928,-4.03041984871436,1.94962818944229,2.14230900946657,0.663247994866836,1.25361381330025,1.84102612431141,-0.089285801148975,-0.135842621321913,1.81127891680259,1.33556428524561,0.426917853285573,-6.31922236990395,3.96987471063636
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Central African Republic,CAF,-5.46526372918881,-2.58241910224764,6.55356444566266,-9.13770862192331,8.24783606449913,2.72486618624066,2.35298670153894,-6.10064949238155,0.116285559136472,-0.526163893195815,-5.11220033298814,-3.60080337182883,-9.35406628817103,-2.82888755720866,1.65216965450863,4.29285447954857,-6.4792849902166,2.41045924123175,1.85541267697853,0.757392208499624,-5.18220026360443,2.13885527335542,1.35277536204286,-7.65734591441719,3.72059104688861,-1.3381825936235,2.68466734365158,2.66586506065356,-0.039937079778781,6.27239396663248,2.4859848510043,2.61023480271317,4.14515839433653,-36.7776971639348,0.158111558752452,3.89115882835796,2.93809923935532,2.59092350135077,1.79222030531334,0.833009810869896,-1.62477557942373,-1.21027956389845
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chad,TCD,-6.16037355936302,1.02011643030571,0.478949695996306,10.0522281366867,0.77585831096485,20.639618517553,-6.90346740667192,-5.75294388499509,11.6452036336422,1.41520496915739,-6.75116852538437,4.6668215481418,3.53777679068629,-17.6098650133063,7.71935465313965,-3.11129058685623,-2.20662111409735,2.10012542124976,3.36890110430549,-4.07692600748058,-4.20701536982699,8.0010539267867,4.81404163677151,10.2557711761468,27.8310946494087,12.7411606362719,-2.85311905014409,-0.16792346689482,-0.437900442497067,0.614501315990211,9.74497303673172,-3.35407468511102,5.15061214529531,2.00631391848307,3.15098859041785,-0.453003769060317,-9.16122585564682,-6.16090513543264,-1.02652688805676,-0.0989585609599004,-4.66133902000324,-4.27697878343668
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chile,CHL,6.42849261639216,4.98954345183051,-12.2939530635378,-6.35854787209421,2.63615028078013,2.50257184895179,3.79375584697064,4.79999867197691,5.63663957324671,8.16316784441375,1.6743185217414,6.06294117493185,9.38936928424836,4.94340387290748,3.46119071799946,7.37583824759038,5.35100761071041,5.98632652912754,2.8786691359748,-1.45425561656613,3.77235697726417,2.00993651249921,2.08611070450677,3.63156646879506,5.61634007528883,4.80751806690036,5.0159911201772,4.14200231883619,2.75580096357164,-2.12830057500065,4.78894269211156,5.17603699620184,5.12573837749758,2.31640012009385,0.772927818124586,1.10575838220048,0.550297854884562,-0.213266446651744,2.1390781835667,-1.01858282924621,-7.24886134502005,10.5633595944143
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,China,CHN,6.49011265514277,3.77490366463344,7.4234102319374,9.18113704957753,13.6900198409219,11.8965617103967,7.34143347128678,9.88116379585462,9.44617135687768,2.62085917492101,2.40655857199583,7.78209199105939,12.8332095799846,12.5819966438696,11.7663891463395,9.75495488935982,8.77642981109339,8.12449757708163,6.8160645644188,6.73348565834864,7.63859767629364,7.55165483162207,8.40487997510213,9.35477664363844,9.46155877035027,10.7413751265397,12.0933046939013,13.6358205008473,9.09028010132411,8.85594767575772,10.102832622576,8.95381604183356,7.13452377746808,7.05073413390865,6.75076031581202,6.42073647734702,6.23821544765877,6.3018631005562,6.25170055576318,5.57531686294364,1.99661901394232,8.01334525951592
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Colombia,COL,1.7139442872063,-0.0514759934322058,-1.33247799236837,-0.733852363659466,1.02097121281064,0.866699984133177,3.5852439571852,3.15521020725176,1.88785565725118,1.25534326900443,2.11239850086568,-0.0561513837121907,2.00195216099661,3.3282368891756,3.77386715690713,3.22930517074005,0.21025281620868,1.60150354129796,-1.15954992713942,-5.79449536480212,1.27108262785821,0.0884838524321196,0.942693272671178,2.39044804208679,3.83937816596722,3.40689564779737,5.33972344422868,5.42284761879293,2.08424236302407,0.00166227940896135,3.32373450571197,5.78469976561988,2.83788902621922,4.09826590865887,3.51395347912819,1.9906164936335,1.0022727252119,-0.161953874918439,0.638439615993107,1.31495237842461,-8.40464288916041,9.41827880580655
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Comoros,COM,..,0.896973231331842,3.60397917004708,2.1477183997864,1.39781303884921,-0.438973572093673,-0.881273479398232,-1.13282606130035,-0.12672838095466,-5.83713219893008,2.27942015842201,-7.78236646234696,5.96427522049746,0.709913518708845,-7.30937560945161,1.40803977353706,-3.39410917307028,1.81682503146293,-0.862253011032294,-0.105394136310593,8.71768983840167,0.280984169823668,0.255555656908982,0.1190309687763,-0.013669963839348,0.837129282895191,0.614075249723413,-1.20011216319905,1.8883579482883,1.14810444039553,1.63727042363348,1.96029948456604,0.985839766079934,2.2496407571649,-0.0678947856451515,-1.01406895756402,1.10293207341641,1.7123618329055,1.68672159754276,-0.126909212225328,-2.07486139638723,0.190939004401898
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Dem. Rep.",COD,-0.888785667594789,-0.441779678610501,-3.14361685455667,-1.33625894199218,2.45155570700926,-2.53378096119621,1.66373454025894,-0.423662474517499,-2.61808235772168,-4.31613292496826,-9.58421338945476,-11.3935254219913,-13.1558716343324,-16.1985912397619,-8.37057695662939,-3.42658077052485,-2.89175816859229,-7.09839674367429,-3.92480003448861,-6.96953209498866,-9.57069432425411,-5.01204216303688,-0.151731064535326,2.51486599529831,3.60340242039344,2.87952826492376,2.01714835146625,2.89701425289677,2.88074155786697,-0.378462199545467,3.68616011560268,3.3518213098954,3.5520187670967,4.84597948310662,5.76218155230173,3.35308434848061,-1.08899602117056,0.216643089296454,2.41383997514191,1.11096628045726,-1.49268943048031,2.83237932472882
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Rep.",COG,14.9975155927722,15.0237808583987,20.94074581403,3.67289019477417,4.31003661057741,-4.09927666068364,-9.59265404854271,-2.73076538539935,-1.15493671703658,-0.312914730574448,-1.8053791988368,-0.411797992319293,-0.167412667474878,-3.77413499146964,-8.15038150483257,1.21387033209628,1.53988279918413,-2.64485040853276,1.54322312823074,-5.14928871972042,3.54720581589751,-0.0275441881035619,2.16266173734763,-1.9389961161344,0.019857937645142,3.94682345956284,4.00799190736846,-9.98953790484492,2.8420364815555,7.24158192131455,5.45626725047971,-1.05657886850042,6.93698616278415,-3.07344321045898,4.19608784237961,-5.82689259849228,-12.8892518666135,-6.64170905720864,-7.05742027812481,-2.41258230897023,-8.40060015204649,-4.43948919173256
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Costa Rica,CRI,-1.96251411217747,-4.90196872981745,-9.80975610933231,0.0486798732729028,5.07257612875742,-2.01363590910174,2.70552068263737,2.01534617136599,0.783298888741243,3.00493719762211,0.954542164963982,-0.296531513277017,6.48828417558154,4.47326646558443,2.00936293452317,1.71385960365424,-0.960770709201825,3.12974749105199,4.8559714185959,2.07761459637206,1.83887356325596,1.60098280314831,1.67593751729558,2.6737760286055,2.84845798509323,2.45679896844587,5.79983828152986,6.7077552655675,3.29801133416072,-2.2030571692319,4.01263887434433,3.1165261164475,3.62781247368443,1.31951278728171,2.41456400871552,2.57317861066939,3.15151338793582,3.14326598621662,1.66130830993416,1.53529056646803,-4.77333027975166,6.93558539226061
